PAX2	1.0	Y
TLX1NB	0.79436762402	Y
LMX1B	0.764968622909	Y
HOXB13	0.745876019111	Y
PAX7	0.718091007515	Y
GATA4	0.711798878537	Y
MIR9-3HG	0.696098443358	Y
EN2	0.691513643972	Y
ZIC4	0.662360909929	Y
LBX1	0.659169255018	Y
CNPY1	0.590532924772	Y
PAX5	0.575972057872	Y
ALX4	0.571760059913	Y
MIR3185	0.565133328569	Y
SIM2	0.550009348219	Y
HOXC10	0.544293195422	Y
SIX3	0.538779818924	Y
NKX2-6	0.534527286195	Y
CDH22	0.530635096216	Y
EN1	0.526543757006	Y
PRAC2	0.517808190657	Y
BARHL2	0.502700227452	Y
ONECUT3	0.501078659537	Y
DLX6	0.498989679853	Y
LHX2	0.493754510879	Y
FENDRR	0.493431209748	Y
SFTA3	0.492728266662	Y
HOTAIR	0.489057492485	Y
PDX1	0.48688951509	Y
PRAC1	0.486762625976	Y
ONECUT1	0.48494111446	Y
HMX1	0.483276562506	Y
HOXD8	0.472088574967	Y
LINC01749	0.467572037013	Y
TBX5	0.457862368567	Y
UNCX	0.455327284387	Y
CDX2	0.455136239348	Y
EMX2OS	0.44607952354	Y
HOXC4	0.444678547815	Y
RBFOX3	0.441276054606	Y
PRDM13	0.440693505936	Y
LINC00461	0.438716984274	Y
LINC01097	0.438034041263	Y
TBX15	0.434919472833	Y
GSX1	0.434324934951	Y
DLX4	0.432880341947	Y
NEUROG1	0.432690773842	Y
NR2E1	0.432442852922	Y
TMEM132E	0.432338590997	Y
NKX2-2	0.428519320958	Y
C1orf61	0.425900569253	Y
PAX6	0.423001073691	Y
NKX2-5	0.41609553947	Y
MSX1	0.414779160472	Y
C5orf66	0.413532020435	Y
GATA3	0.411389191877	Y
LHX5	0.40791507688	Y
MIR3663HG	0.405308734545	Y
MNX1	0.39732809802	Y
SIM1	0.396348494918	Y
HOXC11	0.392014347549	Y
SLC32A1	0.391864197512	Y
PITX2	0.389917243989	Y
LOC102723471	0.384846974586	Y
TTLL6	0.384366295987	Y
DLX1	0.383439605253	Y
EMX1	0.382387718215	Y
RSPO1	0.38194687937	Y
SRCIN1	0.38086366225	Y
LINC01389	0.380551358961	Y
OTP	0.379366861983	Y
TLX3	0.375336257057	Y
HMX3	0.375050531332	Y
OLIG2	0.373220900282	Y
PAX9	0.372550907604	Y
HAND1	0.368970474544	Y
HOXC-AS3	0.368467065496	Y
EBF2	0.367266646193	Y
OTX2	0.361621874403	Y
VAX2	0.360751274387	Y
TFAP2A	0.360237636289	Y
OLIG3	0.358655062034	Y
HOXC13	0.353244443732	Y
TFAP2B	0.353126735414	Y
SCRG1	0.350580098704	Y
VAX1	0.348359672481	Y
NEUROD2	0.348077509468	Y
HOXC12	0.347417687454	Y
GATA2	0.345651990811	Y
LINC01475	0.345063045584	Y
CRHR1-IT1-CRHR1	0.340738482997	Y
CRTAC1	0.339971185402	Y
DLX3	0.336925217216	Y
TBX3	0.332151403972	Y
BARX1	0.331854721066	Y
DLX2	0.327958901634	Y
NKX6-1	0.327725371484	Y
PAX3	0.326095357549	Y
ULBP1	0.325215046598	Y
RAX	0.32390888503	Y
SKOR2	0.321095770666	Y
RNF219-AS1	0.320893009703	Y
IRX4	0.317524504539	Y
GDF6	0.315506432859	Y
ROBO3	0.315478244281	Y
LINC00261	0.313662441711	Y
LINC00403	0.313648333272	Y
CCDC140	0.310481746453	Y
LINC00682	0.310393058195	Y
SIX2	0.309837751499	Y
PHOX2B	0.30499159062	Y
RNF220	0.304303781201	Y
LHX9	0.303259203554	Y
WT1	0.301415178427	Y
NKX2-3	0.297940167417	Y
NEUROG3	0.297651779586	Y
HOXC-AS2	0.295502145092	Y
FOXD2	0.294529308802	Y
FOXB1	0.294499186295	Y
NRN1	0.293067040566	Y
CISTR	0.29054376453	Y
BTNL9	0.290539048889	Y
DMRT1	0.287351424546	Y
SOX17	0.286340520042	Y
FOXF2	0.285736139809	Y
EBF3	0.285182086389	Y
SYT2	0.283578725522	Y
GRM4	0.28292652522	Y
BCAN	0.282873257098	Y
HOXC5	0.282740356331	Y
SIX1	0.282587126552	Y
HOXB-AS3	0.279934036682	Y
DKFZp686K1684	0.279073105926	Y
PRSS16	0.278659206472	Y
CELF4	0.277812180944	Y
MIR196A2	0.277687999624	Y
CRYBA2	0.27453348908	Y
HOXA10-HOXA9	0.274088991814	Y
TBX4	0.273442649054	Y
HOXC9	0.273086814974	Y
FEZF2	0.273083981717	Y
SHH	0.271233643436	Y
SOX2-OT	0.271091262636	Y
FOXE1	0.270417348674	Y
LMX1A	0.266864421537	Y
HELT	0.265922029707	Y
LINC01574	0.265362049156	Y
NKX2-8	0.26317856709	Y
NR2F1	0.261489635981	Y
HOXC-AS1	0.26139878627	Y
LHX4	0.260915687379	Y
CACNG2	0.258084822917	Y
GSX2	0.257429854362	Y
FLJ12825	0.256944417313	Y
POM121L2	0.256699301725	Y
SLC6A17	0.256600713756	Y
POU4F3	0.256228245426	Y
COL2A1	0.252635834585	Y
LHX6	0.251839111675	Y
GPR1-AS	0.251592343369	Y
CDKN2A	0.249254460911	Y
POU3F2	0.248881866925	Y
PTF1A	0.248648170666	Y
CFAP77	0.248011524516	Y
SP8	0.247799187262	Y
SIX6	0.246532623298	Y
CHAT	0.246332934963	Y
GBX2	0.245648300078	Y
DMRTA2	0.243749884614	Y
DBX1	0.243556117836	Y
MIR129-2	0.243071864594	Y
TBX20	0.241309362006	Y
SLC6A5	0.241201890064	Y
HOXC8	0.241149849092	Y
LINC01398	0.240974655816	Y
FOXD1	0.240397360258	Y
OSR2	0.239944451154	Y
MSX2	0.239471960092	Y
CFAP65	0.239146034909	Y
WNT1	0.238847716675	Y
TBX1	0.238794653301	Y
NTRK1	0.23726675849	Y
TLX1	0.236608481219	Y
EMX2	0.236346628528	Y
HOXC6	0.235903756195	Y
LINC01141	0.23529875012	Y
NTNG2	0.233639229427	Y
LINC00599	0.233474294528	Y
EVX1	0.232613932238	Y
ELFN2	0.231793944212	Y
TAL1	0.231470182459	Y
MCIDAS	0.23121876576	Y
ASIC2	0.231072446393	Y
PRDM6	0.230966760383	Y
LOC101927437	0.230612884773	Y
NPTX1	0.230418952215	Y
ONECUT2	0.230412643194	Y
GRIK3	0.229912370763	Y
METAP1D	0.229758417661	Y
GATA5	0.229497598972	Y
ZIC5	0.229273478203	Y
PPP2R2C	0.227856243012	Y
NEUROG2	0.227076583736	Y
NR5A2	0.226351935642	Y
HMX2	0.2261120634	Y
FOXB2	0.223249207084	Y
SLC12A5	0.222941477916	Y
ARX	0.222645995268	Y
BLACE	0.222027170865	Y
MEGF11	0.221881981958	Y
BARHL1	0.221339264148	Y
HOXA1	0.220610237264	Y
DIGIT	0.218666400308	Y
TCHH	0.218349285515	Y
IGSF21	0.217944706421	Y
DRGX	0.217258236281	Y
LINC01230	0.21671387969	Y
OTX1	0.216350618145	Y
LOC100505585	0.215491618235	Y
NRG2	0.215443323118	Y
FOXC1	0.213721681525	Y
NR2F2	0.213327841516	Y
ASCL1	0.213093700286	Y
SLC9A3	0.2123083305	Y
SATB2	0.212145655704	Y
NGFR	0.210532253059	Y
POU4F2	0.210172350393	Y
TFAP2D	0.208546133732	Y
HAND2	0.208299292591	Y
UNC5A	0.207621656051	Y
VSX2	0.207273267404	Y
LOC100287944	0.206703614131	Y
PDE2A	0.205492830293	Y
LINC01159	0.203917616673	Y
NAT16	0.202247735602	Y
LOC101927207	0.201249890753	Y
LHX3	0.200523203416	Y
LOC146513	0.200473352795	Y
HOTTIP	0.199441676566	Y
LOC101927248	0.199326907971	Y
ESRRB	0.199316174841	Y
ESPNP	0.198169185814	Y
ANK1	0.197444516543	Y
SKOR1	0.197404318504	Y
VSX1	0.195730524903	Y
MIR615	0.19429689912	Y
IRX1	0.194295212394	Y
INS-IGF2	0.194251113276	Y
GALNT9	0.193773905928	Y
GRIK4	0.193530413441	Y
RFX4	0.193359599989	Y
GATA6	0.192794949146	Y
ISL1	0.189320646913	Y
FOXA1	0.189167148013	Y
LINGO1	0.188071008486	Y
SHANK1	0.188050563183	Y
PRDM16	0.187685904774	Y
PHACTR3	0.187680250235	Y
TBX2	0.187618431319	Y
MIR670HG	0.18759567373	Y
EPHA8	0.187554780268	Y
GSC	0.187459020952	Y
CRHR1	0.187297628376	Y
LINC01397	0.186489228939	Y
SHOX2	0.186069416779	Y
PEBP4	0.185450044424	Y
LOC105378853	0.184962524743	Y
WNT10A	0.184945453422	Y
FEZF1	0.184786421704	Y
KCNQ2	0.184783208506	Y
MIR124-1	0.184387015527	Y
TCF21	0.183449517385	Y
LHX8	0.183198282645	Y
MYOD1	0.182559151242	Y
CNTFR	0.182451488404	Y
TBX18	0.181090073095	Y
TSPEAR	0.180783431943	Y
EOMES	0.180535180951	Y
TRIM67	0.17976981816	Y
IRX6	0.178677391481	Y
WNT3A	0.178088800397	Y
DMRT2	0.176997510022	Y
OLIG1	0.176886463005	Y
GAD1	0.176238805827	Y
XKR6	0.175120201502	Y
HNF1B	0.174925304456	Y
FOXL1	0.17485611651	Y
CUX2	0.17430817155	Y
EPHA10	0.173824268939	Y
KIRREL3	0.173618320851	Y
IGF2BP1	0.172573117338	Y
RGS20	0.171235551832	Y
BARX2	0.170049822651	Y
NXPH1	0.167627436445	Y
SKAP1	0.167125101138	Y
BUB3	0.166889678231	Y
RASGRF1	0.166835125388	Y
COMP	0.165289370478	Y
SLC8A2	0.164841633943	Y
LOC727993	0.164538472486	Y
IGF2	0.16413180779	Y
TBR1	0.163956911151	Y
ECEL1	0.162342186802	Y
HPCAL4	0.162006095863	Y
DSCAML1	0.161326396739	Y
ALOX12B	0.161035005568	Y
C1QL2	0.160768873632	Y
INHBB	0.160423859559	Y
BSX	0.160286516582	Y
OSR1	0.160224089857	Y
DMRT3	0.159361877564	Y
NAV2	0.159234551063	Y
GRIN1	0.159151877613	Y
IRX5	0.15900681876	Y
NR5A1	0.157511446997	Y
HOXD-AS2	0.157011992986	Y
KCNIP1	0.156142204853	Y
GAD2	0.155541262153	Y
TTC6	0.155493464967	Y
ISL2	0.155404273925	Y
SYT7	0.155182687492	Y
HOXA10	0.155143999933	Y
NRXN2	0.15503012948	Y
PTPRN2	0.155026092868	Y
CACNA1I	0.154198305236	Y
SLIT1	0.153288782513	Y
FOXL2NB	0.153264135663	Y
LINC01210	0.151759718435	Y
KCNA1	0.150897288452	Y
EGR4	0.150211698901	Y
SLFN12L	0.149530250272	Y
SCN4B	0.149494601657	Y
FOXC2	0.149290167264	Y
HLX	0.149207714508	Y
MIR3663	0.148716959288	Y
TWIST1	0.14856250877	Y
LOC400043	0.14832778106	Y
WNT7B	0.148190562489	Y
PRRX1	0.147965740985	Y
POU2F3	0.147677527868	Y
HOXD13	0.147087858529	Y
CRMP1	0.146555748997	Y
BHLHE23	0.146468531452	Y
VGLL2	0.145962489725	Y
HOXA13	0.145640275325	Y
SHTN1	0.145089892168	Y
FGF3	0.144867495693	Y
GABBR2	0.144823138214	Y
ISLR2	0.143729952063	Y
LINC01158	0.142895836259	Y
CDH4	0.142773838877	Y
ADCYAP1	0.14228455865	Y
IGF2-AS	0.142158500722	Y
DPYSL5	0.142132763041	Y
RIPK4	0.141915184897	Y
SCRT2	0.141193570975	Y
BLACAT1	0.140676871762	Y
LPO	0.140118376563	Y
PRDM14	0.140018575313	Y
PAX1	0.139439040651	Y
SLC30A3	0.138957770331	Y
LINC01081	0.138815317976	Y
CBX8	0.138769184533	Y
PLXNA4	0.138677895731	Y
WNT3	0.138062083656	Y
LINC01514	0.138039596146	Y
CDC20B	0.13756315322	Y
MECOM	0.137462826432	Y
IHH	0.137439049452	Y
SLC26A10	0.137118782966	Y
POU3F3	0.136903384177	Y
FOXD3	0.136740149442	Y
KCNQ1	0.136515507855	Y
LOC284395	0.136175992398	Y
HCN4	0.136067929391	Y
CDK5R2	0.135869369404	Y
ACAN	0.135828953213	Y
LINC01143	0.135358081426	Y
HOXD3	0.135247234139	Y
MAFB	0.134742131174	Y
SNCB	0.134320465072	Y
SEMA5B	0.133367171496	Y
SSTR5-AS1	0.133092795317	Y
LINC00917	0.132875456801	Y
BLK	0.132850630465	Y
SLC6A3	0.132646510948	Y
WNT6	0.132478512231	Y
C17orf102	0.13211257935	Y
ZBTB7C	0.132086878863	Y
RAET1K	0.131892682613	Y
HLA-G	0.131809845037	Y
CPLX4	0.131063013817	Y
KCNA2	0.131047974009	Y
ASIC4	0.130717060286	Y
VSTM2B	0.130371403815	Y
CYP26B1	0.129521729847	Y
HOXB8	0.1294815165	Y
ESPN	0.128849956022	Y
CASZ1	0.128750685567	Y
LOC101926913	0.128665614412	Y
LINC01117	0.128303960316	Y
LINC01726	0.128301755692	Y
ALK	0.128246740367	Y
MYO5B	0.128216815366	Y
CACNA1E	0.127828496248	Y
FZD10-AS1	0.127670863264	Y
NTSR1	0.126913787369	Y
BCL11B	0.12686253111	Y
SFRP1	0.126681415539	Y
MIR1268A	0.126581361493	Y
MIR183	0.126510102129	Y
CPLX1	0.126109690136	Y
FAAHP1	0.125720255718	Y
CCDC33	0.125634233573	Y
LINC01386	0.12335935584	Y
NKX1-1	0.123342620788	Y
LOC105373021	0.12236558847	Y
PVALB	0.122053231849	Y
NTN1	0.121402297089	Y
MKNK1-AS1	0.120817194483	Y
MIR124-3	0.120404657444	Y
